project_id,project_name,sector,ministry,state,implementing_agency,original_cost,revised_cost,current_expenditure,planned_start_date,planned_completion_date,revised_completion_date,actual_completion_date,month,physical_progress_percentage,financial_progress_percentage,milestone_status,delay_months,source_report,source_url
N24002150,CONSTRUCTION OF BALRAMPUR BYPASS WITH 2L FLEXIBLE PAVEMENT CONFIGURATION FROM KM.223.000 OF NH-330 T,,,,MoRTH,515.69,,120.12,,2026-02-01,2026-02-01,,2024-11-30,0.0,23.2931,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002151,WIDENING TO 4L/4L+PS AND STRENGTHENING IN SELECTED STRETCHES FROM KM 0/8 TO 50/570 OF NH 532 INCLUD,,,,MoRTH,257.14,294.7,111.53,,2024-01-01,2025-07-01,,2024-10-31,30.0,37.8453,,18.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002151,WIDENING TO 4L/4L+PS AND STRENGTHENING IN SELECTED STRETCHES FROM KM 0/8 TO 50/570 OF NH 532 INCLUD,,,,MoRTH,257.14,294.7,111.53,,2024-01-01,2025-07-01,,2024-11-30,45.0,37.8453,,18.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002152,WIDENING FROM 2L+PS TO 4L/4L+PS AND IMPROVEMENTS THE SELECTED STRETHCES FROM KM 26/5 - 81/2 INCLU,,,,MoRTH,274.84,,165.73,,2023-11-01,2025-11-01,,2024-10-31,58.0,60.3005,,24.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002152,WIDENING FROM 2L+PS TO 4L/4L+PS AND IMPROVEMENTS THE SELECTED STRETHCES FROM KM 26/5 - 81/2 INCLU,,,,MoRTH,274.84,,188.0,,2023-11-01,2025-11-01,,2024-11-30,78.0,68.4034,,24.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002153,"STRENGTHENING OF 2L+PS FROM KM 17/8 ? 18/2, CONSTRUCTION 2L+PS FROM KM 18/2 TO KM 20/0 AND CONSTR",,,,MoRTH,169.68,,53.13,,2024-02-01,2025-08-01,,2024-10-31,35.0,31.3119,,18.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002153,"STRENGTHENING OF 2L+PS FROM KM 17/8 ? 18/2, CONSTRUCTION OF 2L+PS FROM KM 18/2 TO KM 20/0 AND CONSTR",,,,MoRTH,169.68,,53.14,,2024-02-01,2025-08-01,,2024-11-30,45.0,31.3178,,18.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002154,CONSTRUCTION OF 4-LANE PANCHGRAM BYPASS FROM DESIGN CHAINAGE KM 15+500 O,,,,NHIDCL,728.97,,91.62,,2027-02-01,2027-02-01,,2024-10-31,0.0,12.5684,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002154,CONSTRUCTION OF 4-LANE PANCHGRAM BYPASS FROM DESIGN CHAINAGE KM 15+500,,,,NHIDCL,728.97,,91.63,,2027-02-01,2027-02-01,,2024-11-30,10.8,12.5698,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002155,WIDENING/IMPROVEMENT TO 4- LANE WITH PAVED SHOULDER,,,,NHIDCL,665.47,,73.01,,2027-03-01,2027-03-01,,2024-10-31,0.0,10.9712,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002155,WIDENING/IMPROVEMENT TO 4- LANE WITH PAVED SHOULDER,,,,NHIDCL,665.47,,73.06,,2027-03-01,2027-03-01,,2024-11-30,0.0,10.9787,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002156,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF SHILLONG WESTERN BYPASS STARTING FROM NH-06 NEAR LADUM,,,,NHIDCL,620.3,,168.64,,2026-09-01,2026-09-01,,2024-10-31,0.0,27.1868,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002156,CONSTRUCTION OF 2-LANE D         WITH PAVED SHOULDER OF SHILLONG WESTERN BYPASS STARTING FROM NH-06 NEAR LADUM,,,,NHIDCL,620.3,,168.64,,2026-09-01,2026-09-01,,2024-11-30,2.5,27.1868,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002157,SHILLONG WESTERN BYPASS PACKAGE-2,,,,,686.0,,241.74,,2026-09-01,2026-09-01,,2024-10-31,0.0,35.2391,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002157,SHILLONG WESTERN BYPASS PACKAGE-2,,,,,686.0,,241.74,,2026-09-01,2026-09-01,,2024-11-30,0.0,35.2391,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002158,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDERS OF SHILLONG WESTERN BYPASS STARTING FROM NH-06 NEAR LADU,,,,NHIDCL,562.48,,263.14,,2026-09-01,2026-09-01,,2024-10-31,0.0,46.7821,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002158,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDERS OF SHILLONG WESTERN BYPASS STARTING FROM NH-06 NEAR LADU,,,,NHIDCL,562.48,,263.14,,2026-09-01,2026-09-01,,2024-11-30,0.0,46.7821,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002159,REHABILITATION AND UP- GRADATION OF ROAD FROM DESIGN KM 25.250 TO KM 36.460,,,,NHIDCL,174.43,,0.0,,2026-03-01,2026-03-01,,2024-10-31,0.02,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002159,REHABILITATION AND UP- GRADATION OF ROAD FROM DESIGN KM 25.250 TO KM 3,,,,NHIDCL,174.43,,0.0,,2026-03-01,2026-03-01,,2024-11-30,0.04,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002160,IMPROVEMENT AND WIDENING TO 2-LANE WITH PAVED SHOULDER OF ROAD FROM KM 101.300 TO KM,,,,NHIDCL,431.78,,0.0,,2026-07-01,2026-07-01,,2024-10-31,0.54,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002160,IMPROVEMENT AND WIDENING TO 2-LANE WITH PAVED SHOULDER OF ROAD FROM KM,,,,NHIDCL,431.78,,0.0,,2026-07-01,2026-07-01,,2024-11-30,3.08,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002161,KHOWAI ?TELIAMURA-AMARPUR- HARINA-SABROOM PACKAGE-2,,,,,657.21,,8.31,,2026-09-01,2026-09-01,,2024-10-31,5.0,1.2644,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002161,KHOWAI ?TELIAMURA-AMARPUR- HARINA-SABROOM PACKAGE-2,,,,,657.21,,8.31,,2026-09-01,2026-09-01,,2024-11-30,5.0,1.2644,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002162,KHOWAI ?TELIAMURA-AMARPUR- HARINA-SABROOM PACKAGE-3,,,,,670.9,,0.0,,2026-09-01,2026-09-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002162,KHOWAI ?TELIAMURA-AMARPUR- HARINA-SABROOM PACKAGE-3,,,,,670.9,,0.0,,2026-09-01,2026-09-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002163,CONSTRUCTION FOR MITIGATION MEASURES KM 368.00- UTTARAKHAND-TO KM 433.00 ON NH-07-PKG-1,,,,NHIDCL,216.88,,0.0,,2025-12-01,2025-12-01,,2024-10-31,5.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002163,CONSTRUCTION FOR D         MITIGATION MEASURES KM 368.00-UTTARAKHAND-TO KM 433.00 ON NH-07-PKG-1,,,,NHIDCL,216.88,,0.0,,2025-12-01,2025-12-01,,2024-11-30,14.51,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002164,CONSTRUCTION FOR MITIGATION MEASURES KM 450.00- UTTARAKHAND-TO KM 468.00 ON NH-07-PKG-3,,,,NHIDCL,250.33,,0.0,,2025-12-01,2025-12-01,,2024-10-31,5.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002164,CONSTRUCTION FOR MITIGATION MEASURES KM 450.00-UTTARAKHAND-TO KM 468.00 ON NH-07-PKG-3,,,,NHIDCL,250.33,,0.0,,2025-12-01,2025-12-01,,2024-11-30,21.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002165,CONSTRUCTION OF BYPASS TO MADURAI - ACHAMBATHU - VIRATIPATHU IN KM 6/850 - 10/,,,,MoRTH,238.97,260.07,34.51,,2026-08-01,2026-08-01,,2024-10-31,5.0,14.4411,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002165,CONSTRUCTION OF BYPASS TO MADURAI - ACHAMBATHU - VIRATIPATHU IN KM 6/850 -,,,,MoRTH,238.97,260.07,34.51,,2026-08-01,2026-08-01,,2024-11-30,10.0,13.2695,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002166,FOUR LANING OF RAGHOGARH CH.92.971/EXISTING,,,,NHAI,799.2,,195.31,,2026-03-01,2026-03-01,,2024-10-31,10.04,24.4382,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002166,FOUR LANING OF RAGHOGARH CH.92.971/EXISTING,,,,NHAI,799.2,,195.45,,2026-03-01,2026-03-01,,2024-11-30,10.89,24.4557,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002167,UPGRADATION TO 2 LANE WITH PAVED SHOULDER OF HANUMANGARH TO KENCHIYAN OF NH 54 ON EPC MODE IN THE ST,,,,MoRTH,334.64,,0.0,,2026-10-01,2026-10-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002167,UPGRADATION TO 2 LANE WITH PAVED SHOULDER OF HANUMANGARH TO KENCHIYAN OF NH 54 ON EPC MODE IN THE ST,,,,MoRTH,334.64,,0.0,,2026-10-01,2026-10-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002168,UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM NEECHLI KM 88.800 TO BHATE,,,,MoRTH,606.61,,0.0,,2026-10-01,2026-10-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002168,UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM AT DESIGN KM 88.800 TO BHATE,,,,MoRTH,606.61,,0.0,,2026-10-01,2026-10-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002169,REHABILITATION/UPGRADATION OF EXISTING HIGHWAY TO 2L+PS/4 LANE OF DHAWALI TO RAJOLI FROM DESIGN KM.1,,,,MoRTH,316.44,,0.0,,2025-09-01,2025-09-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002169,REHABILITATION/UPGRADATION OF EXISTING HIGHWAY TO 2L+PS/4 LANE OF DHAWALI TO RAJOLI FROM DESIGN KM.1,,,,MoRTH,316.44,,0.0,,2025-09-01,2025-09-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002170,REHABILITATION/ UPGRADATION OF EXISTING HIGHWAY TO FOUR LANE STANDARDS IN KURKHEDA,,,,MoRTH,163.86,,0.0,,2025-05-01,2025-05-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002170,REHABILITATION/ UPGRADATION OF EXISTING HIGHWAY TO FOUR LANE STANDARDS IN KURKHEDA,,,,MoRTH,163.86,,0.0,,2025-05-01,2025-05-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002171,REHABILITATION & UP-GRADATION FOR TALERE A?? GAGANBAWDAA?? KOLHAPUR START F,,,,MoRTH,249.13,,0.0,,2025-04-01,2025-04-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002171,REHABILITATION & UP- GRADATION FOR TALERE A?? GAGANBAWDAA?? KOLHAPUR START F,,,,MoRTH,249.13,,0.0,,2025-04-01,2025-04-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002172,"UP-GRADATION TO 4 LANE CONFIGURATION FOR THE WORK OF PETH NAKA TO SANGLI ROAD, NH-166H, FROM KM 0+00",,,,MoRTH,856.82,,0.0,,2025-12-01,2025-12-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002172,"UP-GRADATION TO 4 LANE CONFIGURATION FOR THE WORK OF PETH NAKA TO SANGLI ROAD, NH-166H, FROM KM 0+00",,,,MoRTH,856.82,,0.0,,2025-12-01,2025-12-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002173,REHABILITATION AND UP- GRADATION TO 2 LANE WITH PAVED SHOULDER CONFIGURATION OF MAHUD SANGOLA ROAD NH,,,,MoRTH,253.78,,0.0,,2025-04-01,2025-04-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002173,REHABILITATION AND UP- GRADATION TO 2 LANE WITH PAVED SHOULDER CONFIGURATION OF MAHUD SANGOLA ROAD NH,,,,MoRTH,253.78,,0.0,,2025-04-01,2025-04-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002174,UP-GRADATION TO FOUR LANE/ TWO LANE WITH PAVED SHOULDERS CONFIGURATION OF KALYAN - MURBAD - MALSHEJ,,,,MoRTH,984.07,,0.0,,2026-08-01,2026-08-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002174,UP-GRADATION TO FOUR LANE/ TWO LANE WITH PAVED SHOULDERS CONFIGURATION OF KALYAN - MURBAD - MALSHEJ,,,,MoRTH,984.07,,0.0,,2026-08-01,2026-08-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002175,CONSTRUCTION OF FOUR-LANE CONCRETE ROAD FROM POLICE HEADQUARTER GONDIA CITY TO,,,,MoRTH,328.11,,0.0,,2025-08-01,2025-08-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002175,CONSTRUCTION OF FOUR-LANE CONCRETE ROAD FROM POLICE HEADQUARTER GONDIA CITY TO,,,,MoRTH,328.11,,0.0,,2025-08-01,2025-08-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002176,REHABILITATION/UP GRADATION OF KARANJA ? KHERDA - MURTIZAPUR SECTION TO 4LANE+PAVED SHOULDER STANDA,,,,MoRTH,594.44,,0.0,,2026-02-01,2026-02-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002176,REHABILITATION/UP GRADATION OF KARANJA ? KHERDA - MURTIZAPUR SECTION TO 4LANE+PAVED SHOULDER STANDA,,,,MoRTH,594.44,,0.0,,2026-02-01,2026-02-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002177,REHABILITATION / UPGRADATION TO 4 LANE WITH PAVED SHOULDER OF EXISTING SECTION IN SILLOD TOWN WITH D,,,,MoRTH,153.79,,0.0,,2025-07-01,2025-07-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002177,REHABILITATION / UPGRADATION TO 4 LANE WITH PAVED SHOULDER OF EXISTING SECTION IN SILLOD TOWN WITH D,,,,MoRTH,153.79,,0.0,,2025-07-01,2025-07-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002178,"REHABILITATION, UPGRADATION & WIDENING OF EXISTING HIGHWAY TO RIGID PAVEMENT 2 LANE WITH PAVED SHOUL",,,,MoRTH,723.13,,0.0,,2026-07-01,2026-07-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002178,"REHABILITATION, UPGRADATION & WIDENING OF EXISTING HIGHWAY TO RIGID PAVEMENT 2 LANE WITH PAVED SHOUL",,,,MoRTH,723.13,,0.0,,2026-07-01,2026-07-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002179,CONSTRUCTION OF 4 LANE WITH BYPASS) GREENFIELD BYPASS FROM EXISTING CH. KM 24,,,,BRO,980.21,,222.74,,2026-07-01,2026-07-01,,2024-10-31,5.0,22.7237,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002179,CONSTRUCTION OF 4 LANE WITH PAVED SHOULDER BYPASS FROM EXISTING CH. K 24,,,,BRO,980.21,,222.74,,2026-07-01,2026-07-01,,2024-11-30,5.0,22.7237,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002180,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 166.100 TO KM,,,,BRO,734.64,,19.6,,2026-07-01,2026-07-01,,2024-10-31,8.0,2.668,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002180,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 166.1 TO KM,,,,BRO,734.64,,19.6,,2026-07-01,2026-07-01,,2024-11-30,8.0,2.668,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002181,CONSTRUCTION OF SIX LANE ELEVATED CORRIDOR FROM KM. 508.000 TO KM. 513.150 INC APPROACHES ON N,,,,MoRTH,641.46,,0.0,,2026-04-01,2026-04-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002181,CONSTRUCTION OF SIX LANE AND            ELEVATED CORRIDOR FROM 508.000 TO KM. 513.150 INCLUDING APPROACHES O,,,,MoRTH,641.46,,0.0,,2026-04-01,2026-04-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002182,WORK OF DEVELOPMENT AND CONSTRUCTION OF ELEVATED CORRIDORFROM KM 38/660 TO KM,,,,MoRTH,530.2,,0.0,,2026-03-01,2026-03-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002182,WORK OF DEVELOPMENT AND CONSTRUCTION OF ELEVATED CORRIDORFROM KM 38/660 TO,,,,MoRTH,530.2,,0.0,,2026-03-01,2026-03-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002183,"WIDENING 2 LANE TO 4-LANE FROM KM 92/320 TO KM 115/ VRUNDAVAN CHOKDI,",,,,MoRTH,151.13,,0.0,,2026-03-01,2026-03-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002183,"WIDENING 2 LANE TO 4-LANE FROM KM 92/320 TO KM 115/3 VRUNDAVAN CHOKDI,",,,,MoRTH,151.13,,0.0,,2026-03-01,2026-03-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002184,CONSTRUCTION OR 4 LANE RANIGANJ BYPASS OF LENGTH 5 261 KM ON NH 60 NEW NH 14 FROM KM 273 00 OF NH,,,,MoRTH,410.83,,92.21,,2026-03-01,2026-03-01,,2024-10-31,6.5,22.4448,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002184,CONSTRUCTION OR 4 LANE D         RANIGANJ BYPASS OF LENGTH 5 261 KM ON NH 60 NEW NH 14 FROM KM 273 00 OF NH,,,,MoRTH,410.83,,92.21,,2026-03-01,2026-03-01,,2024-11-30,7.5,22.4448,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002185,CONSTRUCTION OF 2 LANE WITH BYPASS) GREENFIELD BYPASS FROM EXISTING CH. K,,,,BRO,992.43,,315.99,,2026-09-01,2026-09-01,,2024-10-31,0.0,31.84,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002185,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDERS GREENFIELD BYPASS FROM EXISTING CH. K,,,,BRO,992.43,,315.99,,2026-09-01,2026-09-01,,2024-11-30,0.0,31.84,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002186,WIDENING TO 2 LANE WITH PAVED SHOULDERS FROM DESIGN KM DESIGN KM 11,,,,MoRTH,166.58,,3.62,,2025-09-01,2025-09-01,,2024-10-31,0.0,2.1731,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002186,WIDENING TO 2 LANE WITH D           PAVED SHOULDERS FROM KM 103.200) TO DESIGN KM 1,,,,MoRTH,166.58,,3.62,,2025-09-01,2025-09-01,,2024-11-30,0.0,2.1731,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N24002187,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDER FROM KM 55.6,,,,MoRTH,313.56,,53.65,,2026-02-01,2026-02-01,,2024-10-31,0.0,17.11,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N24002187,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDER FROM,,,,MoRTH,313.56,,53.65,,2026-02-01,2026-02-01,,2024-11-30,0.0,17.11,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
